importer,exporter,MA_contig,MA_dist
32,36,0.0,11801.36
32,50,0.0,16788.4
32,56,0.0,11326.76
32,124,0.0,8970.104
32,156,0.0,19297.47
32,170,0.0,4706.263
32,218,0.0,4360.514
32,251,0.0,11072.25
32,320,0.0,6446.824
32,344,0.0,18478.89
32,360,0.0,15235.78
32,380,0.0,11173.56
32,392,0.0,18372.04
32,410,0.0,19447.35
32,458,0.0,15970.66
32,484,0.0,7397.651
32,528,0.0,11466.75
32,566,0.0,7938.363
32,604,0.0,3133.925
32,608,0.0,17801.66
32,682,0.0,12880.18
32,699,0.0,15817.92
32,702,0.0,15891.11
32,704,0.0,17877.15
32,757,0.0,11214.51
32,764,0.0,16890.18
32,784,0.0,13557.2
32,826,0.0,11147.48
32,842,0.0,8542.694
36,32,0.0,11801.36
36,50,0.0,9077.625
36,56,0.0,16759.6
36,124,0.0,15586.66
36,156,0.0,8956.436
36,170,0.0,14260.45
36,218,0.0,13617.09
36,251,0.0,16975.46
36,320,0.0,13518.06
36,344,0.0,7377.491
36,360,0.0,5511.902
36,380,0.0,16333.25
36,392,0.0,7831.446
36,410,0.0,8329.652
36,458,0.0,6617.087
36,484,0.0,12985.17
36,528,0.0,16658.11
36,566,0.0,15521.28
36,604,0.0,12809.17
36,608,0.0,6275.747
36,682,0.0,12782.14
36,699,0.0,10435.1
36,702,0.0,6301.786
36,704,0.0,7769.68
36,757,0.0,16673.2
36,764,0.0,7539.52
36,784,0.0,12092.16
36,826,0.0,17011.27
36,842,0.0,16008.79
50,32,0.0,16788.4
50,36,0.0,9077.625
50,56,0.0,7724.392
50,124,0.0,12464.92
50,156,0.0,3036.238
50,170,0.0,16506.31
50,218,0.0,17158.54
50,251,0.0,7916.79
50,320,0.0,15766.3
50,344,0.0,2439.355
50,360,0.0,3767.354
50,380,0.0,7311.514
50,392,0.0,4903.568
50,410,0.0,3800.079
50,458,0.0,2593.442
50,484,0.0,15124.74
50,528,0.0,7651.716
50,566,0.0,9414.313
50,604,0.0,18180.65
50,608,0.0,3363.789
50,682,0.0,4409.454
50,699,1.0,1421.938
50,702,0.0,2887.813
50,704,0.0,1622.246
50,757,0.0,7595.708
50,764,0.0,1538.62
50,784,0.0,3643.561
50,826,0.0,8011.9
50,842,0.0,12680.43
56,32,0.0,11326.76
56,36,0.0,16759.6
56,50,0.0,7724.392
56,124,0.0,6031.534
56,156,0.0,7970.82
56,170,0.0,8874.132
56,218,0.0,9535.309
56,251,1.0,262.384
56,320,0.0,9095.274
56,344,0.0,9405.117
56,360,0.0,11416.28
56,380,0.0,1174.904
56,392,0.0,9463.263
56,410,0.0,8722.114
56,458,0.0,10261.22
56,484,0.0,9259.353
56,528,1.0,173.033
56,566,0.0,4940.509
56,604,0.0,10464.8
56,608,0.0,10515.8
56,682,0.0,4636.352
56,699,0.0,6419.599
56,702,0.0,10571.47
56,704,0.0,8989.95
56,757,0.0,487.456
56,764,0.0,9260.542
56,784,0.0,5159.97
56,826,0.0,323.78
56,842,0.0,5891.711
124,32,0.0,8970.104
124,36,0.0,15586.66
124,50,0.0,12464.92
124,56,0.0,6031.534
124,156,0.0,10598.32
124,170,0.0,4363.174
124,218,0.0,4884.964
124,251,0.0,6004.645
124,320,0.0,3398.818
124,344,0.0,12568.15
124,360,0.0,15815.39
124,380,0.0,7089.198
124,392,0.0,10358.49
124,410,0.0,10617.7
124,458,0.0,14825.78
124,484,0.0,3267.29
124,528,0.0,5988.239
124,566,0.0,8946.49
124,604,0.0,6209.441
124,608,0.0,13226.18
124,682,0.0,10655.83
124,699,0.0,11643.63
124,702,0.0,15022.44
124,704,0.0,12816.55
124,757,0.0,6440.717
124,764,0.0,13647.12
124,784,0.0,11105.9
124,826,0.0,5715.747
124,842,1.0,548.395
156,32,0.0,19297.47
156,36,0.0,8956.436
156,50,0.0,3036.238
156,56,0.0,7970.82
156,124,0.0,10598.32
156,170,0.0,14937.48
156,218,0.0,15364.41
156,251,0.0,8225.232
156,320,0.0,13351.5
156,344,1.0,1976.249
156,360,0.0,5220.879
156,380,0.0,8134.695
156,392,0.0,2098.111
156,410,0.0,955.651
156,458,0.0,4355.047
156,484,0.0,12467.17
156,528,0.0,7831.141
156,566,0.0,11466.06
156,604,0.0,16666.29
156,608,0.0,2850.319
156,682,0.0,6605.185
156,699,1.0,3785.013
156,702,0.0,4484.657
156,704,1.0,2330.799
156,757,0.0,8084.264
156,764,0.0,3303.891
156,784,0.0,5966.427
156,826,0.0,8151.353
156,842,0.0,10993.68
170,32,0.0,4706.263
170,36,0.0,14260.45
170,50,0.0,16506.31
170,56,0.0,8874.132
170,124,0.0,4363.174
170,156,0.0,14937.48
170,218,1.0,662.653
170,251,0.0,8707.677
170,320,0.0,2025.943
170,344,0.0,16876.18
170,360,0.0,19772.34
170,380,0.0,9471.443
170,392,0.0,14262.86
170,410,0.0,14817.3
170,458,0.0,19097.63
170,484,0.0,3088.959
170,528,0.0,8927.356
170,566,0.0,8694.004
170,604,1.0,1875.294
170,608,0.0,17255.37
170,682,0.0,12951.61
170,699,0.0,15290.56
170,702,0.0,19364.4
170,704,0.0,17177.21
170,757,0.0,9070.684
170,764,0.0,17931.82
170,784,0.0,13680.45
170,826,0.0,8570.659
170,842,0.0,4021.171
218,32,0.0,4360.514
218,36,0.0,13617.09
218,50,0.0,17158.54
218,56,0.0,9535.309
218,124,0.0,4884.964
218,156,0.0,15364.41
218,170,1.0,662.653
218,251,0.0,9367.098
218,320,0.0,2118.501
218,344,0.0,17224.25
218,360,0.0,19116.09
218,380,0.0,10117.13
218,392,0.0,14448.87
218,410,0.0,15129.37
218,458,0.0,19710.32
218,484,0.0,3141.729
218,528,0.0,9589.459
218,566,0.0,9131.473
218,604,1.0,1330.425
218,608,0.0,17359.48
218,682,0.0,13552.53
218,699,0.0,15952.83
218,702,0.0,19747.4
218,704,0.0,17672.47
218,757,0.0,9727.094
218,764,0.0,18527.28
218,784,0.0,14293.43
218,826,0.0,9232.525
218,842,0.0,4584.073
251,32,0.0,11072.25
251,36,0.0,16975.46
251,50,0.0,7916.79
251,56,1.0,262.384
251,124,0.0,6004.645
251,156,0.0,8225.232
251,170,0.0,8707.677
251,218,0.0,9367.098
251,320,0.0,9001.048
251,344,0.0,9639.476
251,360,0.0,11584.25
251,380,1.0,1109.901
251,392,0.0,9725.629
251,410,0.0,8981.467
251,458,0.0,10436.4
251,484,0.0,9206.813
251,528,0.0,427.917
251,566,0.0,4722.149
251,604,0.0,10268.11
251,608,0.0,10751.64
251,682,0.0,4694.5
251,699,0.0,6594.23
251,702,0.0,10748.26
251,704,0.0,9208.554
251,757,1.0,436.078
251,764,0.0,9454.805
251,784,0.0,5249.535
251,826,0.0,342.948
251,842,0.0,5838.157
320,32,0.0,6446.824
320,36,0.0,13518.06
320,50,0.0,15766.3
320,56,0.0,9095.274
320,124,0.0,3398.818
320,156,0.0,13351.5
320,170,0.0,2025.943
320,218,0.0,2118.501
320,251,0.0,9001.048
320,344,0.0,15124.21
320,360,0.0,17921.96
320,380,0.0,9976.035
320,392,0.0,12332.35
320,410,0.0,13029.69
320,458,0.0,17641.12
320,484,1.0,1063.046
320,528,0.0,9093.943
320,566,0.0,10261.91
320,604,0.0,3325.267
320,608,0.0,15279.11
320,682,0.0,13660.18
320,699,0.0,15042.3
320,702,0.0,17658.27
320,704,0.0,15680.77
320,757,0.0,9421.338
320,764,0.0,16651.5
320,784,0.0,14250.57
320,826,0.0,8771.687
320,842,0.0,3318.143
344,32,0.0,18478.89
344,36,0.0,7377.491
344,50,0.0,2439.355
344,56,0.0,9405.117
344,124,0.0,12568.15
344,156,1.0,1976.249
344,170,0.0,16876.18
344,218,0.0,17224.25
344,251,0.0,9639.476
344,320,0.0,15124.21
344,360,0.0,3262.165
344,380,0.0,9289.38
344,392,0.0,2891.225
344,410,0.0,2095.843
344,458,0.0,2518.368
344,484,0.0,14147.54
344,528,0.0,9290.671
344,566,0.0,11841.49
344,604,0.0,18392.68
344,608,0.0,1114.391
344,682,0.0,6813.409
344,699,0.0,3763.475
344,702,0.0,2587.967
344,704,0.0,868.035
344,757,0.0,9409.006
344,764,0.0,1727.328
344,784,0.0,6059.646
344,826,0.0,9638.419
344,842,0.0,12969.58
360,32,0.0,15235.78
360,36,0.0,5511.902
360,50,0.0,3767.354
360,56,0.0,11416.28
360,124,0.0,15815.39
360,156,0.0,5220.879
360,170,0.0,19772.34
360,218,0.0,19116.09
360,251,0.0,11584.25
360,320,0.0,17921.96
360,344,0.0,3262.165
360,380,0.0,10823.78
360,392,0.0,5791.627
360,410,0.0,5291.684
360,458,1.0,1174.196
360,484,0.0,16863.46
360,528,0.0,11361.64
360,566,0.0,11555.97
360,604,0.0,17961.38
360,608,0.0,2792.088
360,682,0.0,7340.407
360,699,0.0,4998.229
360,702,0.0,886.141
360,704,0.0,3023.314
360,757,0.0,11222.69
360,764,0.0,2316.466
360,784,0.0,6613.254
360,826,0.0,11718.78
360,842,0.0,16180.32
380,32,0.0,11173.56
380,36,0.0,16333.25
380,50,0.0,7311.514
380,56,0.0,1174.904
380,124,0.0,7089.198
380,156,0.0,8134.695
380,170,0.0,9471.443
380,218,0.0,10117.13
380,251,1.0,1109.901
380,320,0.0,9976.035
380,344,0.0,9289.38
380,360,0.0,10823.78
380,392,0.0,9869.275
380,410,0.0,8982.659
380,458,0.0,9717.922
380,484,0.0,10254.87
380,528,0.0,1297.695
380,566,0.0,4043.533
380,604,0.0,10875.48
380,608,0.0,10397.98
380,682,0.0,3684.742
380,699,0.0,5922.222
380,702,0.0,10033.4
380,704,0.0,8741.851
380,757,1.0,692.659
380,764,0.0,8838.563
380,784,0.0,4303.976
380,826,0.0,1438.425
380,842,0.0,6895.107
392,32,0.0,18372.04
392,36,0.0,7831.446
392,50,0.0,4903.568
392,56,0.0,9463.263
392,124,0.0,10358.49
392,156,0.0,2098.111
392,170,0.0,14262.86
392,218,0.0,14448.87
392,251,0.0,9725.629
392,320,0.0,12332.35
392,344,0.0,2891.225
392,360,0.0,5791.627
392,380,0.0,9869.275
392,410,0.0,1156.67
392,458,0.0,5329.095
392,484,0.0,11312.39
392,528,0.0,9303.377
392,566,0.0,13489.08
392,604,0.0,15505.62
392,608,0.0,2999.541
392,682,0.0,8701.922
392,699,0.0,5847.71
392,702,0.0,5326.388
392,704,0.0,3672.564
392,757,0.0,9680.594
392,764,0.0,4612.997
392,784,0.0,8062.889
392,826,0.0,9574.237
392,842,0.0,10855.59
410,32,0.0,19447.35
410,36,0.0,8329.652
410,50,0.0,3800.079
410,56,0.0,8722.114
410,124,0.0,10617.7
410,156,0.0,955.651
410,170,0.0,14817.3
410,218,0.0,15129.37
410,251,0.0,8981.467
410,320,0.0,13029.69
410,344,0.0,2095.843
410,360,0.0,5291.684
410,380,0.0,8982.659
410,392,0.0,1156.67
410,458,0.0,4614.067
410,484,0.0,12066.01
410,528,0.0,8573.183
410,566,0.0,12414.0
410,604,0.0,16329.76
410,608,0.0,2615.751
410,682,0.0,7557.272
410,699,0.0,4692.672
410,702,0.0,4676.683
410,704,0.0,2740.135
410,757,0.0,8878.165
410,764,0.0,3724.624
410,784,0.0,6909.236
410,826,0.0,8875.39
410,842,0.0,11065.7
458,32,0.0,15970.66
458,36,0.0,6617.087
458,50,0.0,2593.442
458,56,0.0,10261.22
458,124,0.0,14825.78
458,156,0.0,4355.047
458,170,0.0,19097.63
458,218,0.0,19710.32
458,251,0.0,10436.4
458,320,0.0,17641.12
458,344,0.0,2518.368
458,360,1.0,1174.196
458,380,0.0,9717.922
458,392,0.0,5329.095
458,410,0.0,4614.067
458,484,0.0,16641.12
458,528,0.0,10201.5
458,566,0.0,10886.54
458,604,0.0,19026.41
458,608,0.0,2470.863
458,682,0.0,6347.465
458,699,0.0,3842.43
458,702,1.0,315.543
458,704,0.0,2040.94
458,757,0.0,10085.6
458,764,1.0,1187.123
458,784,0.0,5594.997
458,826,0.0,10559.89
458,842,0.0,15130.12
484,32,0.0,7397.651
484,36,0.0,12985.17
484,50,0.0,15124.74
484,56,0.0,9259.353
484,124,0.0,3267.29
484,156,0.0,12467.17
484,170,0.0,3088.959
484,218,0.0,3141.729
484,251,0.0,9206.813
484,320,1.0,1063.046
484,344,0.0,14147.54
484,360,0.0,16863.46
484,380,0.0,10254.87
484,392,0.0,11312.39
484,410,0.0,12066.01
484,458,0.0,16641.12
484,528,0.0,9229.362
484,566,0.0,11090.92
484,604,0.0,4264.224
484,608,0.0,14231.54
484,682,0.0,13895.68
484,699,0.0,14673.66
484,702,0.0,16623.59
484,704,0.0,14772.0
484,757,0.0,9640.465
484,764,0.0,15761.05
484,784,0.0,14372.35
484,826,0.0,8938.404
484,842,1.0,3369.053
528,32,0.0,11466.75
528,36,0.0,16658.11
528,50,0.0,7651.716
528,56,1.0,173.033
528,124,0.0,5988.239
528,156,0.0,7831.141
528,170,0.0,8927.356
528,218,0.0,9589.459
528,251,0.0,427.917
528,320,0.0,9093.943
528,344,0.0,9290.671
528,360,0.0,11361.64
528,380,0.0,1297.695
528,392,0.0,9303.377
528,410,0.0,8573.183
528,458,0.0,10201.5
528,484,0.0,9229.362
528,566,0.0,5110.319
528,604,0.0,10542.52
528,608,0.0,10399.29
528,682,0.0,4669.672
528,699,0.0,6363.421
528,702,0.0,10510.19
528,704,0.0,8892.063
528,757,0.0,628.025
528,764,0.0,9185.165
528,784,0.0,5170.816
528,826,0.0,360.315
528,842,0.0,5866.046
566,32,0.0,7938.363
566,36,0.0,15521.28
566,50,0.0,9414.313
566,56,0.0,4940.509
566,124,0.0,8946.49
566,156,0.0,11466.06
566,170,0.0,8694.004
566,218,0.0,9131.473
566,251,0.0,4722.149
566,320,0.0,10261.91
566,344,0.0,11841.49
566,360,0.0,11555.97
566,380,0.0,4043.533
566,392,0.0,13489.08
566,410,0.0,12414.0
566,458,0.0,10886.54
566,484,0.0,11090.92
566,528,0.0,5110.319
566,604,0.0,9143.533
566,608,0.0,12750.31
566,682,0.0,5035.358
566,699,0.0,8087.981
566,702,0.0,11148.59
566,704,0.0,11034.5
566,757,0.0,4523.549
566,764,0.0,10601.39
566,784,0.0,5782.212
566,826,0.0,5025.222
566,842,0.0,8493.132
604,32,0.0,3133.925
604,36,0.0,12809.17
604,50,0.0,18180.65
604,56,0.0,10464.8
604,124,0.0,6209.441
604,156,0.0,16666.29
604,170,1.0,1875.294
604,218,1.0,1330.425
604,251,0.0,10268.11
604,320,0.0,3325.267
604,344,0.0,18392.68
604,360,0.0,17961.38
604,380,0.0,10875.48
604,392,0.0,15505.62
604,410,0.0,16329.76
604,458,0.0,19026.41
604,484,0.0,4264.224
604,528,0.0,10542.52
604,566,0.0,9143.533
604,608,0.0,18063.47
604,682,0.0,13978.29
604,699,0.0,16792.93
604,702,0.0,18825.88
604,704,0.0,18993.92
604,757,0.0,10585.31
604,764,0.0,19711.86
604,784,0.0,14751.96
604,826,0.0,10182.22
604,842,0.0,5890.553
608,32,0.0,17801.66
608,36,0.0,6275.747
608,50,0.0,3363.789
608,56,0.0,10515.8
608,124,0.0,13226.18
608,156,0.0,2850.319
608,170,0.0,17255.37
608,218,0.0,17359.48
608,251,0.0,10751.64
608,320,0.0,15279.11
608,344,0.0,1114.391
608,360,0.0,2792.088
608,380,0.0,10397.98
608,392,0.0,2999.541
608,410,0.0,2615.751
608,458,0.0,2470.863
608,484,0.0,14231.54
608,528,0.0,10399.29
608,566,0.0,12750.31
608,604,0.0,18063.47
608,682,0.0,7772.693
608,699,0.0,4756.725
608,702,0.0,2396.775
608,704,0.0,1750.016
608,757,0.0,10523.38
608,764,0.0,2210.015
608,784,0.0,7004.581
608,826,0.0,10745.17
608,842,0.0,13680.8
682,32,0.0,12880.18
682,36,0.0,12782.14
682,50,0.0,4409.454
682,56,0.0,4636.352
682,124,0.0,10655.83
682,156,0.0,6605.185
682,170,0.0,12951.61
682,218,0.0,13552.53
682,251,0.0,4694.5
682,320,0.0,13660.18
682,344,0.0,6813.409
682,360,0.0,7340.407
682,380,0.0,3684.742
682,392,0.0,8701.922
682,410,0.0,7557.272
682,458,0.0,6347.465
682,484,0.0,13895.68
682,528,0.0,4669.672
682,566,0.0,5035.358
682,604,0.0,13978.29
682,608,0.0,7772.693
682,699,0.0,3053.153
682,702,0.0,6654.987
682,704,0.0,6029.935
682,757,0.0,4263.906
682,764,0.0,5741.941
682,784,1.0,774.585
682,826,0.0,4957.345
682,842,0.0,10527.4
699,32,0.0,15817.92
699,36,0.0,10435.1
699,50,1.0,1421.938
699,56,0.0,6419.599
699,124,0.0,11643.63
699,156,1.0,3785.013
699,170,0.0,15290.56
699,218,0.0,15952.83
699,251,0.0,6594.23
699,320,0.0,15042.3
699,344,0.0,3763.475
699,360,0.0,4998.229
699,380,0.0,5922.222
699,392,0.0,5847.71
699,410,0.0,4692.672
699,458,0.0,3842.43
699,484,0.0,14673.66
699,528,0.0,6363.421
699,566,0.0,8087.981
699,604,0.0,16792.93
699,608,0.0,4756.725
699,682,0.0,3053.153
699,702,0.0,4154.034
699,704,0.0,3006.763
699,757,0.0,6249.013
699,764,0.0,2919.706
699,784,0.0,2312.871
699,826,0.0,6720.636
699,842,0.0,11761.81
702,32,0.0,15891.11
702,36,0.0,6301.786
702,50,0.0,2887.813
702,56,0.0,10571.47
702,124,0.0,15022.44
702,156,0.0,4484.657
702,170,0.0,19364.4
702,218,0.0,19747.4
702,251,0.0,10748.26
702,320,0.0,17658.27
702,344,0.0,2587.967
702,360,0.0,886.141
702,380,0.0,10033.4
702,392,0.0,5326.388
702,410,0.0,4676.683
702,458,1.0,315.543
702,484,0.0,16623.59
702,528,0.0,10510.19
702,566,0.0,11148.59
702,604,0.0,18825.88
702,608,0.0,2396.775
702,682,0.0,6654.987
702,699,0.0,4154.034
702,704,0.0,2207.195
702,757,0.0,10399.17
702,764,0.0,1433.936
702,784,0.0,5904.872
702,826,0.0,10868.94
702,842,0.0,15350.5
704,32,0.0,17877.15
704,36,0.0,7769.68
704,50,0.0,1622.246
704,56,0.0,8989.95
704,124,0.0,12816.55
704,156,1.0,2330.799
704,170,0.0,17177.21
704,218,0.0,17672.47
704,251,0.0,9208.554
704,320,0.0,15680.77
704,344,0.0,868.035
704,360,0.0,3023.314
704,380,0.0,8741.851
704,392,0.0,3672.564
704,410,0.0,2740.135
704,458,0.0,2040.94
704,484,0.0,14772.0
704,528,0.0,8892.063
704,566,0.0,11034.5
704,604,0.0,18993.92
704,608,0.0,1750.016
704,682,0.0,6029.935
704,699,0.0,3006.763
704,702,0.0,2207.195
704,757,0.0,8936.451
704,764,0.0,990.702
704,784,0.0,5265.521
704,826,0.0,9248.713
704,842,0.0,13159.26
757,32,0.0,11214.51
757,36,0.0,16673.2
757,50,0.0,7595.708
757,56,0.0,487.456
757,124,0.0,6440.717
757,156,0.0,8084.264
757,170,0.0,9070.684
757,218,0.0,9727.094
757,251,1.0,436.078
757,320,0.0,9421.338
757,344,0.0,9409.006
757,360,0.0,11222.69
757,380,1.0,692.659
757,392,0.0,9680.594
757,410,0.0,8878.165
757,458,0.0,10085.6
757,484,0.0,9640.465
757,528,0.0,628.025
757,566,0.0,4523.549
757,604,0.0,10585.31
757,608,0.0,10523.38
757,682,0.0,4263.906
757,699,0.0,6249.013
757,702,0.0,10399.17
757,704,0.0,8936.451
757,764,0.0,9134.03
757,784,0.0,4830.737
757,826,0.0,748.712
757,842,0.0,6272.285
764,32,0.0,16890.18
764,36,0.0,7539.52
764,50,0.0,1538.62
764,56,0.0,9260.542
764,124,0.0,13647.12
764,156,0.0,3303.891
764,170,0.0,17931.82
764,218,0.0,18527.28
764,251,0.0,9454.805
764,320,0.0,16651.5
764,344,0.0,1727.328
764,360,0.0,2316.466
764,380,0.0,8838.563
764,392,0.0,4612.997
764,410,0.0,3724.624
764,458,1.0,1187.123
764,484,0.0,15761.05
764,528,0.0,9185.165
764,566,0.0,10601.39
764,604,0.0,19711.86
764,608,0.0,2210.015
764,682,0.0,5741.941
764,699,0.0,2919.706
764,702,0.0,1433.936
764,704,0.0,990.702
764,757,0.0,9134.03
764,784,0.0,4967.796
764,826,0.0,9545.471
764,842,0.0,13943.4
784,32,0.0,13557.2
784,36,0.0,12092.16
784,50,0.0,3643.561
784,56,0.0,5159.97
784,124,0.0,11105.9
784,156,0.0,5966.427
784,170,0.0,13680.45
784,218,0.0,14293.43
784,251,0.0,5249.535
784,320,0.0,14250.57
784,344,0.0,6059.646
784,360,0.0,6613.254
784,380,0.0,4303.976
784,392,0.0,8062.889
784,410,0.0,6909.236
784,458,0.0,5594.997
784,484,0.0,14372.35
784,528,0.0,5170.816
784,566,0.0,5782.212
784,604,0.0,14751.96
784,608,0.0,7004.581
784,682,1.0,774.585
784,699,0.0,2312.871
784,702,0.0,5904.872
784,704,0.0,5265.521
784,757,0.0,4830.737
784,764,0.0,4967.796
784,826,0.0,5483.745
784,842,0.0,11029.46
826,32,0.0,11147.48
826,36,0.0,17011.27
826,50,0.0,8011.9
826,56,0.0,323.78
826,124,0.0,5715.747
826,156,0.0,8151.353
826,170,0.0,8570.659
826,218,0.0,9232.525
826,251,0.0,342.948
826,320,0.0,8771.687
826,344,0.0,9638.419
826,360,0.0,11718.78
826,380,0.0,1438.425
826,392,0.0,9574.237
826,410,0.0,8875.39
826,458,0.0,10559.89
826,484,0.0,8938.404
826,528,0.0,360.315
826,566,0.0,5025.222
826,604,0.0,10182.22
826,608,0.0,10745.17
826,682,0.0,4957.345
826,699,0.0,6720.636
826,702,0.0,10868.94
826,704,0.0,9248.713
826,757,0.0,748.712
826,764,0.0,9545.471
826,784,0.0,5483.745
826,842,0.0,5570.161
842,32,0.0,8542.694
842,36,0.0,16008.79
842,50,0.0,12680.43
842,56,0.0,5891.711
842,124,1.0,548.395
842,156,0.0,10993.68
842,170,0.0,4021.171
842,218,0.0,4584.073
842,251,0.0,5838.157
842,320,0.0,3318.143
842,344,0.0,12969.58
842,360,0.0,16180.32
842,380,0.0,6895.107
842,392,0.0,10855.59
842,410,0.0,11065.7
842,458,0.0,15130.12
842,484,1.0,3369.053
842,528,0.0,5866.046
842,566,0.0,8493.132
842,604,0.0,5890.553
842,608,0.0,13680.8
842,682,0.0,10527.4
842,699,0.0,11761.81
842,702,0.0,15350.5
842,704,0.0,13159.26
842,757,0.0,6272.285
842,764,0.0,13943.4
842,784,0.0,11029.46
842,826,0.0,5570.161
